公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
300364,中文在线,中文在线数字出版集团股份有限公司,"ChineseAll Digital Publishing Group Co.,Ltd",北京市东城区东总布胡同58号天润财富中心13层1301号,300364,中文在线,2015-01-21,"711,654,081","451,152,134",,,,0,0,华北,北京,北京市,R 文化传播,www.chineseall.com
300365,恒华科技,北京恒华伟业科技股份有限公司,"BEIJING FOREVER TECHNOLOGY CO., LTD",北京市西城区德胜门东滨河路11号4号楼3层,300365,恒华科技,2014-01-23,"197,328,423","103,267,750",,,,0,0,华北,北京,北京市,I 信息技术,www.ieforever.com
300366,创意信息,四川创意信息技术股份有限公司,"Sichuan Troy Information Technology Co.,Ltd.",四川省成都市青羊区万和路99号丽阳天下7-9室,300366,创意信息,2014-01-27,"525,576,150","209,027,384",,,,0,0,西南,四川,成都市,I 信息技术,www.sc-troy.com
300367,东方网力,东方网力科技股份有限公司,"NetPosa Technologies,Ltd.",北京市海淀区学院路35号世宁大厦4层408室,300367,东方网力,2014-01-29,"855,128,247","494,443,358",,,,0,0,华北,北京,北京市,C 制造业,www.netposa.com
300368,汇金股份,河北汇金机电股份有限公司,"Hebei Huijin Electromechanical Co., Ltd.",河北省石家庄高新技术产业开发区湘江道209号,300368,汇金股份,2014-01-23,"550,336,774","259,001,877",,,,0,0,华北,河北,石家庄市,C 制造业,www.hjjs.com
300369,绿盟科技,北京神州绿盟信息安全科技股份有限公司,"Nsfocus Information Technology Co., Ltd.",北京市海淀区北洼路4号益泰大厦5层,300369,绿盟科技,2014-01-29,"804,172,087","508,321,150",,,,0,0,华北,北京,北京市,I 信息技术,www.nsfocus.com
300370,安控科技,北京安控科技股份有限公司,"Beijing Etrol Technologies Co., Ltd.",北京市海淀区地锦路9号院6号楼,300370,安控科技,2014-01-23,"958,682,632","659,895,676",,,,0,0,华北,北京,北京市,C 制造业,www.etrol.com
300371,汇中股份,汇中仪表股份有限公司,"Huizhong Instrumentation Co., Ltd.",河北省唐山高新技术产业开发区高新西道126号,300371,汇中股份,2014-01-23,"120,000,000","56,096,120",,,,0,0,华北,河北,唐山市,C 制造业,www.hzyb.com
300373,扬杰科技,扬州扬杰电子科技股份有限公司,"Yangzhou Yangjie Electronic Technology Co.,Ltd.",江苏省扬州市维扬经济开发区,300373,扬杰科技,2014-01-23,"472,490,843","232,785,416",,,,0,0,华东,江苏,扬州市,C 制造业,www.21yangjie.com
300374,恒通科技,北京恒通创新赛木科技股份有限公司,"Beijing Hengtong Innovation Luxwood Technology Co., Ltd.",北京市房山区窦店镇普安路87号,300374,恒通科技,2015-03-19,"194,680,000","117,423,550",,,,0,0,华北,北京,北京市,C 制造业,www.htcxms.com
300375,鹏翎股份,天津鹏翎胶管股份有限公司,"TIANJIN PENGLING RUBBER HOSE CO.,LTD.",天津市滨海新区中塘工业区葛万公路1703号,300375,鹏翎股份,2014-01-27,"185,698,788","133,953,969",,,,0,0,华北,天津,天津市,C 制造业,www.pengling.cn
300376,易事特,易事特集团股份有限公司,"East Group Co.,  Ltd",广东省东莞市松山湖科技产业园区工业北路6号,300376,易事特,2014-01-27,"2,329,001,956","2,299,932,156",,,,0,0,华南,广东,东莞市,C 制造业,www.eastups.com
300377,赢时胜,深圳市赢时胜信息技术股份有限公司,"SHENZHEN YSSTECH INFO-TECH CO.,LTD",广东省深圳市福田区深南路与新洲路交汇处东南侧航天大厦A座611A,300377,赢时胜,2014-01-27,"742,383,330","509,698,144",,,,0,0,华南,广东,深圳市,I 信息技术,www.ysstech.com
300378,鼎捷软件,鼎捷软件股份有限公司,"DIGIWIN SOFTWARE CO.,LTD.",上海市静安区江场路1377弄7号20层,300378,鼎捷软件,2014-01-27,"264,709,943","260,969,943",,,,0,0,华东,上海,上海市,I 信息技术,www.digiwin.com.cn
300379,东方通,北京东方通科技股份有限公司,"BEIJING TONGTECH  CO,. LTD.",北京市丰台区丰台路口139号主楼311室(园区),300379,东方通,2014-01-28,"277,031,708","187,204,304",,,,0,0,华北,北京,北京市,I 信息技术,www.tongtech.com
300380,安硕信息,上海安硕信息技术股份有限公司,"Shanghai Amarsoft Information & Technology Co.,Ltd",上海市杨浦区国泰路11号2308室,300380,安硕信息,2014-01-28,"137,440,000","70,562,714",,,,0,0,华东,上海,上海市,I 信息技术,www.amarsoft.com
300381,溢多利,广东溢多利生物科技股份有限公司,"GUANGDONG VTR BIO-TECH CO., LTD.",广东省珠海市南屏高科技工业区屏北一路8号,300381,溢多利,2014-01-28,"406,755,366","319,041,800",,,,0,0,华南,广东,珠海市,C 制造业,www.yiduoli.com
300382,斯莱克,苏州斯莱克精密设备股份有限公司,"Suzhou SLAC Precision Equipment Co.,Ltd.",江苏省苏州市吴中区胥口镇石胥路621号,300382,斯莱克,2014-01-29,"313,080,115","160,739,348",,,,0,0,华东,江苏,苏州市,C 制造业,www.slac.com.cn
300383,光环新网,北京光环新网科技股份有限公司,"Beijing Sinnet Technology Co.,Ltd.",北京市门头沟区石龙经济技术开发区永安路20号3号楼二层202室,300383,光环新网,2014-01-29,"1,446,351,388","1,365,031,939",,,,0,0,华北,北京,北京市,I 信息技术,www.sinnet.com.cn
300384,三联虹普,北京三联虹普新合纤技术服务股份有限公司,"Beijing Sanlian Hope Shin-Gosen Technical Service Co., Ltd.",北京市海淀区北清路68号院1号楼二层西侧01227-01302,300384,三联虹普,2014-08-01,"167,452,961","53,541,725",,,,0,0,华北,北京,北京市,M 科研服务,www.slhpcn.com
300385,雪浪环境,无锡雪浪环境科技股份有限公司,"WUXI XUELANG ENVIRONMENTAL TECHNOLOGY CO.,LTD.",江苏省无锡市滨湖区太湖街道双新经济园,300385,雪浪环境,2014-06-26,"120,000,000","63,670,270",,,,0,0,华东,江苏,无锡市,C 制造业,www.cecm.com.cn
300386,飞天诚信,飞天诚信科技股份有限公司,"Feitian Technologies Co.,Ltd.",北京市海淀区学清路9号汇智大厦B楼17层,300386,飞天诚信,2014-06-26,"418,044,000","198,064,991",,,,0,0,华北,北京,北京市,I 信息技术,www.ftsafe.com.cn
300387,富邦股份,湖北富邦科技股份有限公司,"Hubei Forbon Technology Co.,Ltd.",湖北省应城市经济技术开发区,300387,富邦股份,2014-07-02,"124,942,000","123,762,450",,,,0,0,华中,湖北,孝感市,C 制造业,www.forbon.com
300388,国祯环保,安徽国祯环保节能科技股份有限公司,"Anhui Guozhen Environment Protection Technology Joint Stock Co., Limited",安徽省合肥市高新技术产业开发区科学大道91号,300388,国祯环保,2014-08-01,"305,668,467","296,380,416",,,,0,0,华东,安徽,合肥市,N 公共环保,www.gzep.com.cn
300389,艾比森,深圳市艾比森光电股份有限公司,"Shenzhen Absen Optoelectronic Co., Ltd.",广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座18、19、20层,300389,艾比森,2014-08-01,"319,643,336","140,305,853",,,,0,0,华南,广东,深圳市,C 制造业,www.szabsen.com，www.absen.cn
300390,天华超净,苏州天华超净科技股份有限公司,"SuZhou TA&A Ultra Clean Technology Co.,LTD.",江苏省苏州市工业园区双马街99号,300390,天华超净,2014-07-31,"344,547,500","182,213,642",,,,0,0,华东,江苏,苏州市,C 制造业,www.canmax.com.cn
300391,康跃科技,康跃科技股份有限公司,"Kangyue Technology CO.,Ltd",山东省潍坊市寿光市开发区（原北洛镇政府驻地）,300391,康跃科技,2014-08-01,"198,205,415","61,675,000",,,,0,0,华东,山东,潍坊市,C 制造业,www.chinakangyue.com
300392,腾信股份,北京腾信创新网络营销技术股份有限公司,Beijing Tensyn Digital Marketing Technology Joint Stock Company,北京市朝阳区光华路15号院2号楼601室,300392,腾信股份,2014-09-10,"384,000,000","164,394,818",,,,0,0,华北,北京,北京市,I 信息技术,www.tensynchina.com
300393,中来股份,苏州中来光伏新材股份有限公司,"Jolywood(Suzhou)Sunwatt Co.,Ltd",江苏省常熟市沙家浜镇常昆工业园区青年路,300393,中来股份,2014-09-12,"183,576,000","107,028,943",,,,0,0,华东,江苏,苏州市,C 制造业,www.jolywood.cn
300394,天孚通信,苏州天孚光通信股份有限公司,"Suzhou TFC Optical Communication Co., Ltd.",江苏省苏州市高新区长江路695号,300394,天孚通信,2015-02-17,"185,850,000","71,053,400",,,,0,0,华东,江苏,苏州市,C 制造业,www.tfcsz.com
300395,菲利华,湖北菲利华石英玻璃股份有限公司,HUBEI FEILIHUA QUARTZ GLASS CO.LTD,湖北省荆州市东方大道68号,300395,菲利华,2014-09-10,"295,173,000","266,279,711",,,,0,0,华中,湖北,荆州市,C 制造业,www.feilihua.com
300396,迪瑞医疗,迪瑞医疗科技股份有限公司,"DIRUI INDUSTRIAL CO.,LTD.",吉林省长春市高新开发区云河街95号,300396,迪瑞医疗,2014-09-10,"153,350,000","135,024,375",,,,0,0,东北,吉林,长春市,C 制造业,www.dirui.com.cn
300397,天和防务,西安天和防务技术股份有限公司,"Xi""an Tianhe Defense Technology Co., Ltd.",陕西省西安市高新区科技五路9号,300397,天和防务,2014-09-10,"240,000,000","152,722,800",,,,0,0,西北,陕西,西安市,C 制造业,www.thtw.com.cn
300398,飞凯材料,上海飞凯光电材料股份有限公司,"Shanghai Phichem Material Co., Ltd.",上海市宝山区潘泾路2999号,300398,飞凯材料,2014-10-09,"426,740,607","364,000,000",,,,0,0,华东,上海,上海市,C 制造业,www.phichem.com.cn
300399,京天利,北京无线天利移动信息技术股份有限公司,"Beijing Tianli Mobile Service Integration, INC.",北京市石景山区实兴大街30号院6号楼9层、3层,300399,京天利,2014-10-09,"152,000,000","88,059,673",,,,0,0,华北,北京,北京市,I 信息技术,www.ihandy.cn
300400,劲拓股份,深圳市劲拓自动化设备股份有限公司,"Shenzhen JT Automation Equipment Co.,Ltd",广东省深圳市宝安区西乡街道广深高速公路北侧鹤洲工业区劲拓自动化工业厂区,300400,劲拓股份,2014-10-10,"240,000,000","155,779,050",,,,0,0,华南,广东,深圳市,C 制造业,www.jt-ele.com
300401,花园生物,浙江花园生物高科股份有限公司,"Zhejiang Garden Bio-chemical High-tech Co., Ltd",浙江省东阳市南马镇花园村,300401,花园生物,2014-10-09,"181,400,000","170,493,500",,,,0,0,华东,浙江,金华市,C 制造业,www.hybiotech.com
300402,宝色股份,南京宝色股份公司,"NANJING BAOSE CO.,LTD",江苏省南京市江宁滨江经济开发区景明大街15号,300402,宝色股份,2014-10-10,"202,000,000","86,300,000",,,,0,0,华东,江苏,南京市,C 制造业,www.baose.com
300403,地尔汉宇,江门市地尔汉宇电器股份有限公司,"Jiangmen iDear-Hanyu Electrical Joint-Stock Co., Ltd",广东省江门市高新技术开发区清澜路336号,300403,地尔汉宇,2014-10-30,"335,000,000","214,891,649",,,,0,0,华南,广东,江门市,C 制造业,www.idearhanyu.com
300404,博济医药,广州博济医药生物技术股份有限公司,"Guangzhou Boji Medical & Biotechnological Co., Ltd.",广东省广州市天河区华观路1933号701房,300404,博济医药,2015-04-24,"134,271,000","64,915,325",,,,0,0,华南,广东,广州市,M 科研服务,www.gzboji.com
300405,科隆股份,辽宁科隆精细化工股份有限公司,"LIAONING  KELONG  FINE  CHEMICAL  CO., LTD.",辽宁省辽阳市宏伟区万和七路36号,300405,科隆股份,2014-10-30,"117,230,380","53,636,588",,,,0,0,东北,辽宁,辽阳市,C 制造业,www.kelongchem.com
300406,九强生物,北京九强生物技术股份有限公司,"Beijing Strong Biotechnologies, Inc",北京市海淀区花园东路15号旷怡大厦5层,300406,九强生物,2014-10-30,"501,837,435","315,862,014",,,,0,0,华北,北京,北京市,C 制造业,www.bsbe.com.cn
300407,凯发电气,天津凯发电气股份有限公司,"Tianjin Keyvia Electric Co.,Ltd",天津市新产业园区华苑产业区物华道8号,300407,凯发电气,2014-12-03,"275,500,000","134,921,990",,,,0,0,华北,天津,天津市,C 制造业,www.keyvia.cn
300408,三环集团,潮州三环（集团）股份有限公司,"CHAOZHOU THREE-CIRCLE (GROUP) CO.,LTD.",广东省潮州市凤塘三环工业城内综合楼,300408,三环集团,2014-12-03,"1,727,618,822","982,644,341",,,,0,0,华南,广东,潮州市,C 制造业,www.cctc.cc
300409,道氏技术,广东道氏技术股份有限公司,"Guangdong Dowstone Technology Co.,Ltd.",广东省恩平市圣堂镇三联佛仔坳,300409,道氏技术,2014-12-03,"215,000,000","113,380,626",,,,0,0,华南,广东,江门市,C 制造业,www.dowstone.com.cn
300410,正业科技,广东正业科技股份有限公司,"GUANGDONG ZHENGYE TECHNOLOGY CO., LTD.",广东省东莞市松山湖科技产业园区科技九路2号,300410,正业科技,2014-12-31,"197,107,774","70,183,680",,,,0,0,华南,广东,东莞市,C 制造业,www.zhengyee.com
300411,金盾股份,浙江金盾风机股份有限公司,"ZHEJIANG JINDUN FANS CO.,LTD.",浙江省绍兴市上虞区章镇镇工业园区,300411,金盾股份,2014-12-31,"263,539,132","60,664,000",,,,0,0,华东,浙江,绍兴市,C 制造业,www.jindunfan.com
300412,迦南科技,浙江迦南科技股份有限公司,"Zhejiang Canaan Technology Co., Ltd.",浙江省温州市永嘉县东瓯工业园区,300412,迦南科技,2014-12-31,"260,221,000","100,437,500",,,,0,0,华东,浙江,温州市,C 制造业,www.china-jianan.com/cn/
300413,快乐购,快乐购物股份有限公司,"Happigo Home Shopping Co.,Ltd",湖南省长沙市开福区金鹰影视文化城,300413,快乐购,2015-01-21,"401,000,000","198,678,568",,,,0,0,华中,湖南,长沙市,F 批发零售,www.happigo.com
300414,中光防雷,四川中光防雷科技股份有限公司,"Sichuan Zhongguang Lightning Protection Technologies Co., Ltd.",四川省成都高新区西部园区天宇路19号,300414,中光防雷,2015-05-13,"170,912,351","83,633,750",,,,0,0,西南,四川,成都市,C 制造业,www.zhongguang.com
300415,伊之密,广东伊之密精密机械股份有限公司,"GUANGDONG YIZUMI PRECISION MACHINERY CO., LTD.",广东省佛山市顺德高新区（容桂）科苑三路22号,300415,伊之密,2015-01-23,"432,000,000","286,200,000",,,,0,0,华南,广东,佛山市,C 制造业,www.yizumi-group.com
300416,苏试试验,苏州苏试试验集团股份有限公司,"SUZHOU SUSHI TESTING GROUP CO., LTD",江苏省苏州工业园区中新科技城唯亭镇科峰路18号,300416,苏试试验,2015-01-22,"125,600,000","63,920,000",,,,0,0,华东,江苏,苏州市,C 制造业,www.chinasti.com
300417,南华仪器,佛山市南华仪器股份有限公司,"Nanhua Instruments Co., Ltd",广东省佛山市南海区桂城街道夏南路59号；广东省佛山市南海区桂城街平胜工业区大马头,300417,南华仪器,2015-01-23,"81,600,000","27,788,188",,,,0,0,华南,广东,佛山市,C 制造业,www.nanhua.com.cn
300418,昆仑万维,北京昆仑万维科技股份有限公司,"Beijing Kunlun Tech Co., Ltd",北京市海淀区知春路118号知春大厦B座605E,300418,昆仑万维,2015-01-21,"1,151,897,160","451,292,474",,,,0,0,华北,北京,北京市,I 信息技术,www.kalends.cn
300419,浩丰科技,北京浩丰创源科技股份有限公司,"BEIJING INTERACT TECHNOLOGY CO.,LTD.",北京市海淀区远大路39号1号楼703-7室,300419,浩丰科技,2015-01-22,"367,753,770","204,949,638",,,,0,0,华北,北京,北京市,I 信息技术,www.interact.net.cn
300420,五洋科技,徐州五洋科技股份有限公司,"Xuzhou Wuyang Technology Co.,Ltd.",江苏省徐州市铜山新区银山路东、珠江路北,300420,五洋科技,2015-02-17,"502,867,692","183,079,678",,,,0,0,华东,江苏,徐州市,C 制造业,www.wuyangkeji.com
300421,力星股份,江苏力星通用钢球股份有限公司,"Jiangsu LiXing General Steel Ball Co.,Ltd.",江苏省如皋市如城镇兴源大道68号,300421,力星股份,2015-02-17,"130,554,687","60,554,687",,,,0,0,华东,江苏,南通市,C 制造业,www.jgbr.com.cn
300422,博世科,广西博世科环保科技股份有限公司,"Guangxi Bossco Environmental Protection Technology Co.,Ltd.",广西壮族自治区南宁市高新区科兴路12号,300422,博世科,2015-02-17,"356,068,919","206,263,901",,,,0,0,华南,广西,南宁市,N 公共环保,www.bossco.cc
300423,鲁亿通,山东鲁亿通智能电气股份有限公司,Shandong Luyitong Intelligent Electric Plc.,山东省莱阳市龙门西路256号,300423,鲁亿通,2015-02-17,"110,962,720","45,429,262",,,,0,0,华东,山东,烟台市,C 制造业,www.luyitong.com
300424,航新科技,广州航新航空科技股份有限公司,"Guangzhou Hangxin Aviation Technology Co., Ltd.",广东省广州市经济技术开发区科学城光宝路1号,300424,航新科技,2015-04-22,"239,988,992","123,267,634",,,,0,0,华南,广东,广州市,C 制造业,www.hangxin.com
300425,环能科技,环能科技股份有限公司,"Scimee Sci.&Tech. Co.,Ltd",四川省成都市武侯区兴一路3号,300425,环能科技,2015-02-16,"375,274,766","161,328,790",,,,0,0,西南,四川,成都市,C 制造业,www.scimee.com
300426,唐德影视,浙江唐德影视股份有限公司,"Zhejiang Talent Television & Film Co.,Ltd",浙江省横店影视产业实验区C3-028,300426,唐德影视,2015-02-17,"400,000,000","150,254,165",,,,0,0,华东,浙江,金华市,R 文化传播,www.tangde.com.cn
300427,红相电力,厦门红相电力设备股份有限公司,Xiamen Red Phase Instruments INC.,福建省厦门市思明区南投路3号1002单元之一,300427,红相电力,2015-02-17,"352,586,786","98,827,483",,,,0,0,华东,福建,厦门市,C 制造业,www.redphase.com.cn
300428,四通新材,河北四通新型金属材料股份有限公司,"Hebei Sitong New Metal Material Co., Ltd",河北省保定市清苑县发展西街359号,300428,四通新材,2015-03-19,"242,400,000","62,400,000",,,,0,0,华北,河北,保定市,C 制造业,www.stnm.com.cn
300429,强力新材,常州强力电子新材料股份有限公司,"CHANGZHOU TRONLY NEW ELECTRONIC MATERIALS CO.,LTD.",江苏省常州市武进区遥观镇钱家工业园,300429,强力新材,2015-03-24,"257,185,994","100,382,185",,,,0,0,华东,江苏,常州市,C 制造业,www.tronly.com
300430,诚益通,北京诚益通控制工程科技股份有限公司,"Beijing Chieftain Control Engineering Technology Co., Ltd.",北京市昌平区科技园区超前路9号B座2172室,300430,诚益通,2015-03-19,"181,339,264","66,114,560",,,,0,0,华北,北京,北京市,C 制造业,www.ctntech.com
300431,暴风集团,暴风集团股份有限公司,"Baofeng Group Co., Ltd.",北京市石景山区实兴大街30号院3号楼2层D-1067房间,300431,暴风集团,2015-03-24,"331,977,525","234,003,742",,,,0,0,华北,北京,北京市,I 信息技术,www.baofeng.com
300432,富临精工,绵阳富临精工机械股份有限公司,"MIANYANG FULIN PRECISION MACHINING CO.,LTD.",四川省绵阳市经开区板桥街268号,300432,富临精工,2015-03-19,"509,990,175","138,676,460",,,,0,0,西南,四川,绵阳市,C 制造业,www.fulinpm.com
300433,蓝思科技,蓝思科技股份有限公司,"Lens Technology Co., Ltd.",湖南省浏阳生物医药园,300433,蓝思科技,2015-03-18,"2,617,923,326","442,981,106",,,,0,0,华中,湖南,长沙市,C 制造业,www.hnlens.com
300434,金石东方,四川金石东方新材料设备股份有限公司,"Sichuan Goldstone Orient New Material Equipment Co., Ltd.",四川省成都市双流县九江镇万家社区,300434,金石东方,2015-04-24,"223,191,040","39,449,350",,,,0,0,西南,四川,成都市,C 制造业,www.goldstone-group.com
300435,中泰股份,杭州中泰深冷技术股份有限公司,Hangzhou Zhongtai Cryogenic Technology Corporation,浙江省富阳市东洲街道高尔夫路228号,300435,中泰股份,2015-03-26,"249,172,000","83,842,675",,,,0,0,华东,浙江,杭州市,C 制造业,www.zhongtaihangzhou.com
300436,广生堂,福建广生堂药业股份有限公司,"Fujian Cosunter Pharmaceutical Co., Ltd.",福建省柘荣县东源乡富源工业区,300436,广生堂,2015-04-22,"141,795,700","55,523,375",,,,0,0,华东,福建,宁德市,C 制造业,www.cosunter.com
300437,清水源,河南清水源科技股份有限公司,"Henan Qing shui yuan Technology Co., Ltd",河南省济源市轵城镇207国道东侧正兴玉米公司北邻,300437,清水源,2015-04-23,"218,321,965","98,706,965",,,,0,0,华中,河南,济源市,C 制造业,www.qywt.com.cn
300438,鹏辉能源,广州鹏辉能源科技股份有限公司,"Guangzhou Great Power Energy&Technology Co., Ltd.",广东省广州市番禺区沙湾镇市良路(西村段)912号,300438,鹏辉能源,2015-04-24,"281,151,873","124,738,119",,,,0,0,华南,广东,广州市,C 制造业,www.greatpower.net
300439,美康生物,美康生物科技股份有限公司,"MEDICALSYSTEM BIOTECHNOLOGY CO., LTD",浙江省宁波市鄞州区启明南路299号,300439,美康生物,2015-04-22,"346,960,900","110,392,500",,,,0,0,华东,浙江,宁波市,C 制造业,www.nbmedicalsystem.com
300440,运达科技,成都运达科技股份有限公司,"Chengdu Yunda Technology Co., Ltd.",四川省成都高新区新达路11号,300440,运达科技,2015-04-23,"455,990,000","202,367,120",,,,0,0,西南,四川,成都市,I 信息技术,www.yd-tec.com
300441,鲍斯股份,宁波鲍斯能源装备股份有限公司,"Ningbo BaoSi Energy Equipment Co., Ltd.",浙江省奉化市西坞街道尚桥路18号,300441,鲍斯股份,2015-04-23,"367,962,873","93,796,410",,,,0,0,华东,浙江,宁波市,C 制造业,www.cnbaosi.com
300442,普丽盛,上海普丽盛包装股份有限公司,"Shanghai Precise Packaging Co., Ltd.",上海市金山区张堰镇金张支路84号26幢,300442,普丽盛,2015-04-24,"100,000,000","58,088,125",,,,0,0,华东,上海,上海市,C 制造业,www.cn-pls.com
300443,金雷风电,山东莱芜金雷风电科技股份有限公司,"Shandong Laiwu Jinlei Wind  Power Technology Co., Ltd.",山东省莱芜市钢城区里辛镇张家岭村,300443,金雷风电,2015-04-22,"238,056,802","127,635,246",,,,0,0,华东,山东,莱芜市,C 制造业,www.jinleiwind.com
300444,双杰电气,北京双杰电气股份有限公司,"Beijing SOJO Electric Co., Ltd.",北京市海淀区上地三街9号D座1111,300444,双杰电气,2015-04-23,"325,529,157","114,055,281",,,,0,0,华北,北京,北京市,C 制造业,www.sojoline.com
300445,康斯特,北京康斯特仪表科技股份有限公司,Beijing ConST Instruments Technology Inc.,北京市海淀区丰秀中路3号院5号楼,300445,康斯特,2015-04-24,"165,631,800","41,516,270",,,,0,0,华北,北京,北京市,C 制造业,www.constgroup.com
300446,乐凯新材,保定乐凯新材料股份有限公司,"Baoding Lucky Innovative Materials Co.,LTD",河北省保定市和润路569号,300446,乐凯新材,2015-04-23,"122,800,000","76,135,876",,,,0,0,华北,河北,保定市,C 制造业,maginfo.luckyfilm.com.cn
300447,全信股份,南京全信传输科技股份有限公司,"NANJING QUANXIN CABLE TECHNOLOGY CO.,LTD.",江苏省南京市鼓楼区汉中门大街301号01幢12层,300447,全信股份,2015-04-22,"299,554,466","94,255,905",,,,0,0,华东,江苏,南京市,C 制造业,www.qx-kj.com
300448,浩云科技,浩云科技股份有限公司,"Haoyun  Technologies Co.,Ltd",广东省广州市番禺区东环街番禺大道北555号天安总部中心22号楼102房,300448,浩云科技,2015-04-24,"218,370,659","81,057,097",,,,0,0,华南,广东,广州市,I 信息技术,www.haoyuntech.com
300449,汉邦高科,北京汉邦高科数字技术股份有限公司,Beijing Hanbang Technology Corp.,北京市海淀区长春桥路11号4号楼裙房四层南侧1-12号房间,300449,汉邦高科,2015-04-22,"155,496,668","83,336,351",,,,0,0,华北,北京,北京市,C 制造业,www.hbgk.net
300450,先导智能,无锡先导智能装备股份有限公司,"WUXI LEAD INTELLIGENT EQUIPMENT CO.,LTD",江苏省无锡国家高新技术产业开发区新锡路20号,300450,先导智能,2015-05-18,"440,137,075","168,983,400",,,,0,0,华东,江苏,无锡市,C 制造业,www.leadchina.cn
300451,创业软件,创业软件股份有限公司,"B-Soft Co.,Ltd",浙江省杭州市滨江区长河街道越达巷92号创业智慧大厦五楼,300451,创业软件,2015-05-14,"242,949,263","127,716,327",,,,0,0,华东,浙江,杭州市,I 信息技术,www.bsoft.com.cn
300452,山河药辅,安徽山河药用辅料股份有限公司,"Anhui Sunhere Pharmaceutical Excipients Co.,Ltd",安徽省淮南经济技术开发区,300452,山河药辅,2015-05-15,"92,800,000","42,167,104",,,,0,0,华东,安徽,淮南市,C 制造业,www.shanhe01.com
300453,三鑫医疗,江西三鑫医疗科技股份有限公司,"Jiangxi Sanxin Medtec Co.,Ltd.",江西省南昌市南昌县小蓝经济开发区富山大道999号,300453,三鑫医疗,2015-05-15,"158,720,000","71,195,300",,,,0,0,华东,江西,南昌市,C 制造业,www.sanxin-med.com
300455,康拓红外,北京康拓红外技术股份有限公司,Beijing Ctrowell Technology Corporation Limited,北京市海淀区知春路61号9层,300455,康拓红外,2015-05-15,"392,000,000","158,791,750",,,,0,0,华北,北京,北京市,C 制造业,www.cchbds.com.cn
300456,耐威科技,北京耐威科技股份有限公司,NAVTECH INC.,北京市西城区裕民路18号北环中心A座2607室（德胜园区）,300456,耐威科技,2015-05-14,"187,836,644","71,887,901",,,,0,0,华北,北京,北京市,C 制造业,www.navgnss.com
300457,赢合科技,深圳市赢合科技股份有限公司,"SHENZHEN YINGHE TECHNOLOGY CO.,LTD",广东省深圳市龙华区龙华街道和平东路港之龙科技园科技孵化中心5楼E、I区；深圳市龙华区大浪办事处同胜社区,300457,赢合科技,2015-05-14,"309,905,670","139,945,249",,,,0,0,华南,广东,深圳市,C 制造业,www.yhwins.com/cn
300458,全志科技,珠海全志科技股份有限公司,"Allwinner Technology Co., Ltd.",广东省珠海市高新区唐家湾镇科技二路9号,300458,全志科技,2015-05-15,"332,675,160","151,169,397",,,,0,0,华南,广东,珠海市,C 制造业,www.allwinnertech.com
300459,金科文化,浙江金科文化产业股份有限公司,"Zhejiang Jinke Culture Industry Co., LTD.",浙江省杭州湾上虞经济技术开发区,300459,金科文化,2015-05-15,"1,581,260,853","518,021,456",,,,0,0,华东,浙江,杭州市,C 制造业,www.jkyule.com
300460,惠伦晶体,广东惠伦晶体科技股份有限公司,"GUANGDONG FAILONG CRYSTAL TECHNOLOGY CO., LTD",广东省东莞市黄江镇东环路鸡啼岗段36号,300460,惠伦晶体,2015-05-15,"168,274,200","95,838,729",,,,0,0,华南,广东,东莞市,C 制造业,www.dgylec.com
300461,田中精机,浙江田中精机股份有限公司,"Tanac Automation Co., Ltd.",浙江省嘉善县姚庄镇新景路398号,300461,田中精机,2015-05-19,"70,543,800","23,575,000",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.tanac.com.cn
300462,华铭智能,上海华铭智能终端设备股份有限公司,"Shanghai Huaming Intelligent Terminal Equipment Co., Ltd.",上海市松江区茸北工业区施惠路北侧,300462,华铭智能,2015-05-27,"137,760,000","56,037,800",,,,0,0,华东,上海,上海市,C 制造业,www.hmmachine.com
300463,迈克生物,迈克生物股份有限公司,"Maccura Biotechnology Co.,Ltd",四川省成都市高新区百川路16号,300463,迈克生物,2015-05-28,"558,000,000","314,355,465",,,,0,0,西南,四川,成都市,C 制造业,www.makerbio.com
300464,星徽精密,广东星徽精密制造股份有限公司,"GUANGDONG SACA PRECISION MANUFACTURING CO.,LTD.",广东省佛山市顺德区北滘镇工业园兴业路7号,300464,星徽精密,2015-06-10,"208,002,500","91,282,556",,,,0,0,华南,广东,佛山市,C 制造业,www.sh-abc.cn
300465,高伟达,高伟达软件股份有限公司,"Global Infotech Co.,LTD.",北京市海淀区大慧寺8号北区20栋604房间,300465,高伟达,2015-05-28,"449,866,257","268,960,000",,,,0,0,华北,北京,北京市,I 信息技术,www.git.com.cn
300466,赛摩电气,赛摩电气股份有限公司,"Saimo Electric Co.,Ltd.",江苏省徐州经济开发区螺山2号,300466,赛摩电气,2015-05-28,"552,749,359","178,200,000",,,,0,0,华东,江苏,徐州市,C 制造业,www.saimo.cn
